scouting_id,ally_top,ally_jungle,ally_mid,ally_adc,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_support,texto_entrada_nlp,strategy_label,main_phase,objective_focus,risk_level,execution_difficulty,dataset_version
2568,Caitlyn,Kindred,Braum,Naafiri,Qiyana,Fizz,Lillia,Lux,Ambessa,Sylas,"El draft aliado mezcla scaling, objective control y capturas previas, mientras el rival amenaza con roaming tempo y early gank. La pelea se gana si los campeones móviles sincronizan control y daño sobre objetivos frágiles. La ejecución depende de presión de mapa.",dive composition,early-mid,torres exteriores y castigo sobre carries,alto,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
2569,Garen,Milio,Blitzcrank,Warwick,Lux,Shaco,Viego,Zeri,Rell,Braum,"En este escenario, con Garen, Milio y Blitzcrank frente a Shaco, Viego y Zeri, La frontline debe absorber la primera entrada mientras los carries mantienen daño constante desde una posición segura. El foco debe estar en dragón o Nashor con formación estable, cuidando control de cooldowns.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
2570,ChoGath,Gnar,Ashe,Kalista,Camille,Ahri,Bard,Milio,Leona,Viktor,"La composición aliada se beneficia cuando, con ChoGath, Gnar y Ashe frente a Ahri, Bard y Milio, No se trata de esperar escalado, sino de encadenar jugadas rápidas antes de que el rival estabilice. El foco debe estar en heraldo, dives y rotaciones tempranas, cuidando temporizadores de objetivos.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",bajo,Pierde fuerza si no convierte presión.,V3_implicit_contextual
2571,Zoe,Karthus,MasterYi,Warwick,Viktor,Fiora,Diana,Kalista,ChoGath,Fizz,"El draft aliado mezcla roaming tempo, dive y early gank, mientras el rival amenaza con engage y objective control. La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. La ejecución depende de zona de dragón.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
2572,Galio,Ornn,RekSai,Fizz,Garen,VelKoz,Skarner,Karthus,Karma,Ekko,"El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. En la práctica, Galio y Fizz necesitan que Ornn controle los primeros movimientos contra VelKoz y Ekko. La prioridad debería girar alrededor de torres exteriores y castigo sobre carries.",dive composition,early-mid,torres exteriores y castigo sobre carries,bajo,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
2573,Lucian,Ahri,Ryze,Mordekaiser,Heimerdinger,Elise,RenataGlasc,Lulu,ChoGath,Kassadin,"El punto clave será que, con Lucian, Ahri y Ryze frente a Elise, RenataGlasc y Lulu, El equipo debe acelerar rotaciones, castigar tiempos muertos del rival y usar cada ventana corta para sacar ventaja. El foco debe estar en heraldo, dives y rotaciones tempranas, cuidando temporizadores de objetivos.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",alto,Pierde fuerza si no convierte presión.,V3_implicit_contextual
2574,Akali,Udyr,KSante,Kassadin,Malzahar,Kennen,Vi,Ahri,Azir,Wukong,"En este escenario, con Akali, Udyr y KSante frente a Kennen, Vi y Ahri, El valor del draft aumenta con niveles y oro, por lo que conviene ceder presión menor si eso asegura una transición limpia. El foco debe estar en barón, alma o pelea tardía, cuidando temporizadores de objetivos.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
2575,Corki,Teemo,Evelynn,Cassiopeia,Fiora,Milio,Rengar,Braum,Bard,Irelia,"El draft aliado mezcla poke, engage y early gank, mientras el rival amenaza con capturas previas y dive. El equipo puede decidir la partida si encuentra una entrada múltiple en espacios cerrados como río o jungla. La ejecución depende de presión de mapa.",wombo combo,mid,peleas agrupadas por dragón o barón,bajo,Depende de cooldowns definitivos.,V3_implicit_contextual
2576,Thresh,RekSai,Alistar,Shyvana,Riven,Diana,Braum,Heimerdinger,Hecarim,Neeko,"La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. En la práctica, Thresh y Shyvana necesitan que RekSai controle los primeros movimientos contra Diana y Neeko. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,medio,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
2577,Vi,Fiora,Caitlyn,Ezreal,LeBlanc,Ornn,Heimerdinger,Karthus,Rell,LeeSin,"El draft aliado mezcla dive, engage y scaling, mientras el rival amenaza con bruiser dive y control mage. No se trata de esperar escalado, sino de encadenar jugadas rápidas antes de que el rival estabilice. La ejecución depende de ventanas de tempo.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",bajo,Pierde fuerza si no convierte presión.,V3_implicit_contextual
2578,Darius,KhaZix,Rammus,Soraka,Graves,Nidalee,Kayle,Rengar,Ashe,Akshan,"El draft aliado mezcla splitpush, early gank y dive, mientras el rival amenaza con tempo y pelea ordenada. La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. La ejecución depende de frontline disponible.",dive composition,early-mid,torres exteriores y castigo sobre carries,medio,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
2579,Nilah,Kalista,Bard,Hwei,Nami,Kled,Soraka,Fizz,Yuumi,MissFortune,"El draft aliado mezcla lane pressure, scaling y engage, mientras el rival amenaza con bruiser dive y peel. El equipo debe acelerar rotaciones, castigar tiempos muertos del rival y usar cada ventana corta para sacar ventaja. La ejecución depende de zona de dragón.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",alto,Pierde fuerza si no convierte presión.,V3_implicit_contextual
2580,Ekko,Ahri,MasterYi,Naafiri,Hecarim,Azir,Annie,Vayne,Volibear,Fizz,"La prioridad está en visión profunda, control de arbustos y castigar enemigos separados del grupo. En la práctica, Ekko y Naafiri necesitan que Ahri controle los primeros movimientos contra Azir y Fizz. La prioridad debería girar alrededor de visión oscura antes de Nashor.",pick composition,mid,visión oscura antes de Nashor,medio,Requiere visión profunda.,V3_implicit_contextual
2581,Katarina,Milio,Sylas,Lillia,ChoGath,Braum,Gnar,Cassiopeia,Riven,Sona,"El draft aliado mezcla scaling, capturas previas y control mage, mientras el rival amenaza con capturas previas y splitpush. No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. La ejecución depende de control de visión.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
2582,Lucian,Rammus,Volibear,Milio,Pyke,Wukong,Azir,MissFortune,KhaZix,Garen,"El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. En la práctica, Lucian y Milio necesitan que Rammus controle los primeros movimientos contra Wukong y Garen. La prioridad debería girar alrededor de primer heraldo, placas y presión de río.",agresivo early,early,"primer heraldo, placas y presión de río",bajo,No extender partida sin ventaja.,V3_implicit_contextual
2583,Zed,Smolder,Evelynn,Rakan,Elise,Syndra,Camille,Vayne,Nidalee,KhaZix,"El equipo debe llegar antes a dragón o heraldo, colocar visión profunda y usar prioridad de líneas para controlar entradas. En la práctica, Zed y Rakan necesitan que Smolder controle los primeros movimientos contra Syndra y KhaZix. La prioridad debería girar alrededor de dragones, heraldo y visión previa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",medio,Necesita prioridad previa de líneas.,V3_implicit_contextual
2584,Gragas,Nilah,Sylas,Kled,Aurora,Yasuo,Pantheon,Trundle,Diana,Lillia,"La composición aliada se beneficia cuando, con Gragas, Nilah y Sylas frente a Yasuo, Pantheon y Trundle, El equipo puede ganar moviendo mejor las oleadas, presionando laterales y forzando al rival a responder en zonas opuestas. El foco debe estar en oleadas laterales y estructuras, cuidando posición del tirador.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
2585,Evelynn,Aphelios,Fizz,Ornn,Hecarim,Nunu,Lulu,RekSai,Braum,Vayne,"Por la forma del draft, con Evelynn, Aphelios y Fizz frente a Nunu, Lulu y RekSai, La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. El foco debe estar en dragón o Nashor con formación estable, cuidando amenaza sobre carries.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
2586,ChoGath,KogMaw,Malphite,Lissandra,Gnar,Kassadin,Rumble,KSante,Zeri,Rakan,"Con una ejecución ordenada, con ChoGath, KogMaw y Malphite frente a Kassadin, Rumble y KSante, La composición tiene herramientas para pelear temprano, buscar escaramuzas en río y convertir prioridad de líneas en oro. El foco debe estar en primer heraldo, placas y presión de río, cuidando frontline disponible.",agresivo early,early,"primer heraldo, placas y presión de río",alto,No extender partida sin ventaja.,V3_implicit_contextual
2587,Blitzcrank,Yuumi,Jhin,Malphite,Anivia,Xayah,Ambessa,Rell,MissFortune,Ornn,"Por la forma del draft, con Blitzcrank, Yuumi y Jhin frente a Xayah, Ambessa y Rell, La condición principal es preparar zonas neutrales con tiempo, empujar oleadas y obligar al rival a facecheckear. El foco debe estar en dragones, heraldo y visión previa, cuidando prioridad de oleadas.",jugar a objetivos,mid,"dragones, heraldo y visión previa",bajo,Necesita prioridad previa de líneas.,V3_implicit_contextual
2588,Gangplank,Illaoi,Teemo,RenataGlasc,Jhin,Thresh,Braum,Twitch,Kayn,Zilean,"Por la forma del draft, con Gangplank, Illaoi y Teemo frente a Thresh, Braum y Twitch, La ventaja aparece al administrar recursos del mapa, dividir presión y evitar peleas frontales innecesarias. El foco debe estar en oleadas laterales y estructuras, cuidando río sin visión.",macro composition,mid-late,oleadas laterales y estructuras,medio,Menos directa en peleas 5v5.,V3_implicit_contextual
2589,Shaco,Mel,Tryndamere,Maokai,Milio,Sivir,Shen,Yone,Mordekaiser,Irelia,"La lectura inicial indica que, con Shaco, Mel y Tryndamere frente a Sivir, Shen y Yone, La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. El foco debe estar en torres exteriores y castigo sobre carries, cuidando río sin visión.",dive composition,early-mid,torres exteriores y castigo sobre carries,alto,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
2590,Karma,Tristana,Udyr,Zac,Morgana,Maokai,Draven,Urgot,Ahri,BelVeth,"El valor del draft aumenta con niveles y oro, por lo que conviene ceder presión menor si eso asegura una transición limpia. En la práctica, Karma y Zac necesitan que Tristana controle los primeros movimientos contra Maokai y BelVeth. La prioridad debería girar alrededor de barón, alma o pelea tardía.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
2591,Talon,Kled,Jhin,Yasuo,Rell,Ziggs,Yone,Fiddlesticks,Braum,Mordekaiser,"El draft aliado mezcla engage, bruiser dive y lane pressure, mientras el rival amenaza con control mage y side lane pressure. El plan depende más de lectura de mapa, oleadas y tempo de rotación que de forzar peleas directas. La ejecución depende de flancos laterales.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
2592,BelVeth,Skarner,Kennen,Nilah,Braum,Shyvana,Cassiopeia,Gangplank,VelKoz,Hecarim,"La condición de victoria aparece antes del minuto quince, especialmente si la jungla conecta con líneas fuertes. En la práctica, BelVeth y Nilah necesitan que Skarner controle los primeros movimientos contra Shyvana y Hecarim. La prioridad debería girar alrededor de primer heraldo, placas y presión de río.",agresivo early,early,"primer heraldo, placas y presión de río",medio,No extender partida sin ventaja.,V3_implicit_contextual
2593,AurelionSol,Twitch,Karthus,Senna,Zilean,Gnar,BelVeth,Kayn,Morgana,Brand,"El draft aliado mezcla poke, hypercarry y dive, mientras el rival amenaza con splitpush y engage. La composición gana valor cuando puede ocultar visión, esperar errores de posicionamiento y atrapar objetivos aislados. La ejecución depende de setup de Nashor.",pick composition,mid,visión oscura antes de Nashor,alto,Requiere visión profunda.,V3_implicit_contextual
2594,Thresh,Mel,Lillia,Zyra,Nilah,KaiSa,Sona,Annie,Brand,Pyke,"El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. En la práctica, Thresh y Zyra necesitan que Mel controle los primeros movimientos contra KaiSa y Pyke. La prioridad debería girar alrededor de primer heraldo, placas y presión de río.",agresivo early,early,"primer heraldo, placas y presión de río",alto,No extender partida sin ventaja.,V3_implicit_contextual
2595,Senna,RenataGlasc,Quinn,Riven,Lissandra,Taliyah,Sion,Warwick,Aurora,Neeko,"El draft aliado mezcla poke, engage y side lane pressure, mientras el rival amenaza con roaming tempo y engage. El equipo debe llegar antes a dragón o heraldo, colocar vision profunda y usar prioridad de líneas para controlar entradas. La ejecución depende de rotaciones limpias.",jugar a objetivos,mid,"dragones, heraldo y visión previa",alto,Necesita prioridad previa de líneas.,V3_implicit_contextual
2596,Kayle,AurelionSol,Jinx,Smolder,Leona,Aurora,Galio,Rumble,Ezreal,Sona,"El draft tiene sentido si todos compran tiempo, bloquean amenazas y permiten que el carry sostenga el daño. En la práctica, Kayle y Smolder necesitan que AurelionSol controle los primeros movimientos contra Aurora y Sona. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
2597,MasterYi,Yuumi,AurelionSol,Corki,Shyvana,Gnar,Jayce,Malzahar,Heimerdinger,Galio,"Si la partida se extiende, el daño sostenido y las herramientas de zona pueden superar la presión inicial del rival. En la práctica, MasterYi y Corki necesitan que Yuumi controle los primeros movimientos contra Gnar y Galio. La prioridad debería girar alrededor de barón, alma o pelea tardía.",escalar late,late,"barón, alma o pelea tardía",medio,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
2598,Naafiri,Gwen,Fizz,Qiyana,KaiSa,Lux,Maokai,Rumble,Mordekaiser,Rell,"Con una ejecución ordenada, con Naafiri, Gwen y Fizz frente a Lux, Maokai y Rumble, El plan depende más de lectura de mapa, oleadas y tempo de rotación que de forzar peleas directas. El foco debe estar en oleadas laterales y estructuras, cuidando flancos laterales.",macro composition,mid-late,oleadas laterales y estructuras,bajo,Menos directa en peleas 5v5.,V3_implicit_contextual
